Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time
Distance from Origin,13010.17,13040.648,13024.326,11.671,13020.879,13014.016,13035.281,91170.281,7,µm,Surface,,,Distance from Origin,,,66
Distance from Origin,13010.303,13038.517,13021.539,10.361,13017.665,13013.461,13029.18,78129.234,6,µm,Surface,,,Distance from Origin,,,67
Distance from Origin,13009.977,13038.636,13021.474,10.489,13017.816,13013.168,13029.184,78128.844,6,µm,Surface,,,Distance from Origin,,,68
Distance from Origin,13009.639,13038.54,13021.299,10.612,13017.627,13012.867,13029.215,78127.789,6,µm,Surface,,,Distance from Origin,,,69
Distance from Origin,13009.634,13038.745,13021.3,10.745,13017.531,13012.684,13029.352,78127.797,6,µm,Surface,,,Distance from Origin,,,70
Distance from Origin,13009.668,13038.867,13021.336,10.768,13017.566,13012.691,13029.359,78128.016,6,µm,Surface,,,Distance from Origin,,,71
Distance from Origin,13009.94,13038.755,13021.427,10.64,13017.748,13012.809,13029.348,78128.562,6,µm,Surface,,,Distance from Origin,,,72
Distance from Origin,13009.856,13038.803,13021.339,10.757,13017.588,13012.523,13029.422,78128.031,6,µm,Surface,,,Distance from Origin,,,73
Distance from Origin,13009.857,13039.037,13022.311,9.741,13021.742,13013.301,13029.32,104178.484,8,µm,Surface,,,Distance from Origin,,,74
Distance from Origin,13010.485,13039.301,13022.459,9.759,13021.748,13013.215,13029.578,104179.672,8,µm,Surface,,,Distance from Origin,,,75
Distance from Origin,13010.49,13039.661,13022.575,9.863,13021.871,13013.234,13029.824,104180.602,8,µm,Surface,,,Distance from Origin,,,76
Distance from Origin,13010.812,13039.702,13024.438,9.632,13026.092,13015.449,13031.652,130244.375,10,µm,Surface,,,Distance from Origin,,,77
Distance from Origin,13010.621,13039.73,13023.365,9.637,13023.278,13013.367,13029.492,117210.281,9,µm,Surface,,,Distance from Origin,,,78
Distance from Origin,13010.676,13039.824,13024.457,9.803,13026.345,13014.973,13031.719,130244.57,10,µm,Surface,,,Distance from Origin,,,79
Distance from Origin,13010.376,13039.8,13023.92,10.221,13023.479,13013.211,13032.305,117215.281,9,µm,Surface,,,Distance from Origin,,,80
Distance from Origin,13010.291,13039.997,13024.49,9.983,13026.293,13014.93,13031.66,130244.898,10,µm,Surface,,,Distance from Origin,,,81
Distance from Origin,13010.275,13040.049,13023.85,10.316,13023.476,13013.164,13031.93,117214.648,9,µm,Surface,,,Distance from Origin,,,82
Distance from Origin,13010.244,13039.951,13024.46,9.923,13026.27,13015.031,13031.32,130244.602,10,µm,Surface,,,Distance from Origin,,,83
Distance from Origin,13010.144,13040.075,13024.446,9.905,13026.237,13015.152,13031.156,130244.469,10,µm,Surface,,,Distance from Origin,,,84
Distance from Origin,13010.135,13040.078,13024.433,9.978,13026.129,13015.242,13031.121,130244.32,10,µm,Surface,,,Distance from Origin,,,85
Distance from Origin,13010.123,13040.156,13024.402,9.991,13026.076,13015.219,13030.945,130244.023,10,µm,Surface,,,Distance from Origin,,,86
Distance from Origin,13010.157,13040.126,13024.661,9.603,13027.448,13016.891,13030.539,143271.281,11,µm,Surface,,,Distance from Origin,,,87
Distance from Origin,13010.506,13040.047,13024.395,9.931,13026.084,13015.191,13030.719,130243.945,10,µm,Surface,,,Distance from Origin,,,88
Distance from Origin,13010.625,13040.021,13024.322,9.877,13025.939,13015.152,13030.52,130243.219,10,µm,Surface,,,Distance from Origin,,,89
Distance from Origin,13010.521,13040.056,13024.324,9.903,13025.981,13015.223,13030.406,130243.242,10,µm,Surface,,,Distance from Origin,,,90
Distance from Origin,13010.522,13040.033,13024.37,9.869,13026.099,13015.289,13030.285,130243.703,10,µm,Surface,,,Distance from Origin,,,91
Distance from Origin,13010.366,13039.938,13024.358,9.911,13026.137,13015.238,13030.242,130243.586,10,µm,Surface,,,Distance from Origin,,,92
Distance from Origin,13010.434,13039.956,13024.397,9.911,13026.008,13015.289,13030.352,130243.977,10,µm,Surface,,,Distance from Origin,,,93
Distance from Origin,13010.4,13039.935,13024.402,9.9,13026.033,13015.277,13030.184,130244.016,10,µm,Surface,,,Distance from Origin,,,94
Distance from Origin,13010.384,13039.877,13024.395,9.922,13026.07,13015.176,13030.113,130243.945,10,µm,Surface,,,Distance from Origin,,,95
Distance from Origin,13010.349,13039.918,13024.426,9.976,13026.021,13015.199,13030.25,130244.258,10,µm,Surface,,,Distance from Origin,,,96
Distance from Origin,13010.346,13039.915,13024.409,9.933,13025.996,13015.289,13030.082,130244.086,10,µm,Surface,,,Distance from Origin,,,97
Distance from Origin,13010.161,13039.829,13024.33,9.989,13025.962,13015.289,13030.023,130243.305,10,µm,Surface,,,Distance from Origin,,,98
Distance from Origin,13010.196,13039.89,13024.345,10.064,13025.951,13015.203,13030.215,130243.445,10,µm,Surface,,,Distance from Origin,,,99
Distance from Origin,13010.181,13039.831,13024.4,10.026,13026.062,13015.242,13030.281,130244,10,µm,Surface,,,Distance from Origin,,,100
Distance from Origin,13010.155,13039.921,13024.397,10.045,13025.991,13015.273,13030.246,130243.969,10,µm,Surface,,,Distance from Origin,,,101
Distance from Origin,13010.149,13039.918,13024.407,10.034,13025.873,13015.266,13030.289,130244.07,10,µm,Surface,,,Distance from Origin,,,102
Distance from Origin,13010.13,13039.816,13024.351,10.062,13025.884,13015.172,13030.164,130243.508,10,µm,Surface,,,Distance from Origin,,,103
Distance from Origin,13010.125,13039.884,13024.388,10.098,13025.93,13015.156,13030.301,130243.883,10,µm,Surface,,,Distance from Origin,,,104
Distance from Origin,13010.205,13039.828,13024.413,10.074,13025.911,13015.129,13030.434,130244.125,10,µm,Surface,,,Distance from Origin,,,105
Distance from Origin,13010.196,13039.707,13024.377,10.057,13025.895,13015.211,13030.328,130243.773,10,µm,Surface,,,Distance from Origin,,,106
Distance from Origin,13010.165,13039.614,13024.367,10.047,13025.93,13015.223,13030.289,130243.672,10,µm,Surface,,,Distance from Origin,,,107
Distance from Origin,13010.18,13039.649,13023.703,10.389,13022.88,13013.445,13030.133,117213.328,9,µm,Surface,,,Distance from Origin,,,108
Distance from Origin,13010.104,13039.622,13024.309,10.053,13025.859,13015.266,13030.086,130243.086,10,µm,Surface,,,Distance from Origin,,,109
Distance from Origin,13010.15,13039.692,13023.687,10.412,13022.876,13013.477,13030.102,117213.18,9,µm,Surface,,,Distance from Origin,,,110
Distance from Origin,13010.217,13039.758,13024.342,10.02,13025.773,13015.426,13030.07,130243.414,10,µm,Surface,,,Distance from Origin,,,111
Distance from Origin,13010.122,13039.711,13023.701,10.379,13022.92,13013.742,13030.023,117213.312,9,µm,Surface,,,Distance from Origin,,,112
Distance from Origin,13010.105,13039.724,13025.899,9.385,13028.574,13020.695,13030.258,117233.102,9,µm,Surface,,,Distance from Origin,,,113
Distance from Origin,13010.162,13039.743,13024.331,10.074,13025.682,13015.543,13030.109,130243.305,10,µm,Surface,,,Distance from Origin,,,114
Distance from Origin,13010.165,13039.743,13024.312,10.069,13025.646,13015.484,13030.094,130243.117,10,µm,Surface,,,Distance from Origin,,,115
Distance from Origin,13010.052,13039.679,13024.313,10.103,13025.732,13015.383,13030.219,130243.133,10,µm,Surface,,,Distance from Origin,,,116
Distance from Origin,13010.044,13039.678,13023.767,11.08,13024.59,13012.836,13031.848,104190.133,8,µm,Surface,,,Distance from Origin,,,117
Distance from Origin,13010.06,13039.626,13024.316,10.108,13025.662,13015.383,13030.172,130243.172,10,µm,Surface,,,Distance from Origin,,,118
Distance from Origin,13010.113,13039.594,13024.303,10.101,13025.588,13015.359,13030.234,130243.031,10,µm,Surface,,,Distance from Origin,,,119
Distance from Origin,13010.172,13039.566,13024.348,10.093,13025.643,13015.359,13030.383,130243.477,10,µm,Surface,,,Distance from Origin,,,120
Distance from Origin,13010.105,13039.559,13023.654,10.429,13022.792,13013.633,13030.18,117212.883,9,µm,Surface,,,Distance from Origin,,,121
Distance from Origin,13009.963,13039.575,13023.626,10.468,13022.708,13013.57,13030.055,117212.641,9,µm,Surface,,,Distance from Origin,,,122
Distance from Origin,13010.154,13039.529,13024.27,10.084,13025.5,13015.277,13030.16,130242.688,10,µm,Surface,,,Distance from Origin,,,123
Distance from Origin,13010.024,13039.481,13023.593,10.439,13022.61,13013.523,13030.086,117212.336,9,µm,Surface,,,Distance from Origin,,,124
Distance from Origin,13010.019,13039.493,13023.602,10.451,13022.54,13013.445,13030.055,117212.414,9,µm,Surface,,,Distance from Origin,,,125
Distance from Origin,13010.07,13039.508,13023.599,10.456,13022.392,13013.445,13030.055,117212.391,9,µm,Surface,,,Distance from Origin,,,126
Distance from Origin,13010.095,13039.537,13023.606,10.466,13022.401,13013.414,13030.039,117212.461,9,µm,Surface,,,Distance from Origin,,,127
Distance from Origin,13009.859,13039.506,13023.538,10.469,13022.36,13013.445,13029.992,117211.844,9,µm,Surface,,,Distance from Origin,,,128
Distance from Origin,13010.089,13039.484,13023.592,10.423,13022.433,13013.492,13030.055,117212.32,9,µm,Surface,,,Distance from Origin,,,129
Distance from Origin,13010.064,13039.474,13023.569,10.409,13022.414,13013.461,13030.055,117212.125,9,µm,Surface,,,Distance from Origin,,,130
Distance from Origin,13009.969,13039.546,13023.721,11.08,13024.5,13012.617,13031.941,104189.766,8,µm,Surface,,,Distance from Origin,,,131
Distance from Origin,13009.96,13039.561,13023.574,10.448,13022.287,13013.352,13030.133,117212.172,9,µm,Surface,,,Distance from Origin,,,132
Distance from Origin,13009.931,13039.628,13023.566,10.48,13022.316,13013.242,13030.102,117212.102,9,µm,Surface,,,Distance from Origin,,,133
Distance from Origin,13009.893,13039.617,13023.544,10.46,13022.252,13013.258,13030.023,117211.898,9,µm,Surface,,,Distance from Origin,,,134
Distance from Origin,13009.849,13039.592,13023.679,11.067,13024.475,13012.582,13031.82,104189.43,8,µm,Surface,,,Distance from Origin,,,135
Distance from Origin,13010.059,13039.614,13023.549,10.419,13022.338,13013.258,13030.039,117211.938,9,µm,Surface,,,Distance from Origin,,,136
Distance from Origin,13009.925,13039.6,13023.541,10.436,13022.313,13013.336,13030.039,117211.867,9,µm,Surface,,,Distance from Origin,,,137
Distance from Origin,13010.028,13039.592,13023.558,10.399,13022.444,13013.352,13030.008,117212.016,9,µm,Surface,,,Distance from Origin,,,138
Distance from Origin,13010.075,13039.602,13023.521,10.376,13022.216,13013.367,13029.961,117211.695,9,µm,Surface,,,Distance from Origin,,,139
Distance from Origin,13010.028,13039.599,13023.521,10.376,13022.24,13013.352,13029.945,117211.695,9,µm,Surface,,,Distance from Origin,,,140
Distance from Origin,13009.939,13039.563,13023.482,10.388,13022.121,13013.352,13029.914,117211.344,9,µm,Surface,,,Distance from Origin,,,141
Distance from Origin,13009.928,13039.575,13023.681,10.995,13024.5,13012.672,13031.703,104189.445,8,µm,Surface,,,Distance from Origin,,,142
Distance from Origin,13009.788,13039.608,13023.506,10.394,13022.142,13013.414,13029.992,117211.555,9,µm,Surface,,,Distance from Origin,,,143
Distance from Origin,13009.83,13039.589,13023.684,11.007,13024.479,13012.703,13031.762,104189.469,8,µm,Surface,,,Distance from Origin,,,144
Distance from Origin,13009.805,13039.584,13023.525,10.383,13022.166,13013.508,13029.992,117211.734,9,µm,Surface,,,Distance from Origin,,,145
Distance from Origin,13009.951,13039.52,13023.551,10.334,13022.186,13013.586,13029.977,117211.961,9,µm,Surface,,,Distance from Origin,,,146
Distance from Origin,13009.893,13039.55,13023.565,10.345,13022.235,13013.602,13029.93,117212.094,9,µm,Surface,,,Distance from Origin,,,147
Distance from Origin,13010.132,13039.563,13023.587,10.299,13022.179,13013.633,13029.914,117212.281,9,µm,Surface,,,Distance from Origin,,,148
Distance from Origin,13010.127,13039.592,13023.774,10.905,13024.542,13012.922,13031.727,104190.195,8,µm,Surface,,,Distance from Origin,,,149
Distance from Origin,13009.963,13039.619,13023.621,10.325,13022.185,13013.742,13030.023,117212.586,9,µm,Surface,,,Distance from Origin,,,150
Distance from Origin,13010.009,13039.614,13023.8,10.931,13024.6,13013,13031.781,104190.398,8,µm,Surface,,,Distance from Origin,,,151
Distance from Origin,13010.201,13039.619,13023.852,10.901,13024.631,13013.023,13031.777,104190.812,8,µm,Surface,,,Distance from Origin,,,152
Distance from Origin,13010.172,13039.617,13023.829,10.913,13024.605,13012.996,13031.781,104190.633,8,µm,Surface,,,Distance from Origin,,,153
Distance from Origin,13010.147,13039.609,13023.849,10.9,13024.635,13013.051,13031.793,104190.789,8,µm,Surface,,,Distance from Origin,,,154
Distance from Origin,13010.1,13039.617,13023.831,10.924,13024.617,13012.992,13031.801,104190.648,8,µm,Surface,,,Distance from Origin,,,155
Distance from Origin,13010.08,13039.572,13023.821,10.925,13024.596,13013.016,13031.812,104190.57,8,µm,Surface,,,Distance from Origin,,,156
Distance from Origin,13010.018,13039.616,13023.808,10.955,13024.589,13012.961,13031.82,104190.461,8,µm,Surface,,,Distance from Origin,,,157
Distance from Origin,13010.109,13039.621,13023.821,10.945,13024.562,13012.961,13031.867,104190.57,8,µm,Surface,,,Distance from Origin,,,158
Distance from Origin,13010.099,13039.595,13023.824,10.929,13024.591,13012.996,13031.855,104190.594,8,µm,Surface,,,Distance from Origin,,,159
Distance from Origin,13010.223,13039.574,13023.826,10.92,13024.607,13012.973,13031.832,104190.609,8,µm,Surface,,,Distance from Origin,,,160
Distance from Origin,13010.133,13039.593,13023.83,10.931,13024.595,13012.992,13031.91,104190.641,8,µm,Surface,,,Distance from Origin,,,161
Distance from Origin,13010.023,13039.611,13023.818,10.965,13024.623,13012.949,13031.922,104190.547,8,µm,Surface,,,Distance from Origin,,,162
Distance from Origin,13009.984,13039.584,13023.815,10.969,13024.645,13012.938,13031.957,104190.523,8,µm,Surface,,,Distance from Origin,,,163
Distance from Origin,13009.983,13039.584,13023.792,10.975,13024.627,13012.863,13031.934,104190.336,8,µm,Surface,,,Distance from Origin,,,164
Distance from Origin,13010.084,13039.593,13023.821,10.962,13024.602,13012.922,13031.961,104190.57,8,µm,Surface,,,Distance from Origin,,,165
Distance from Origin,13009.969,13039.595,13023.802,10.986,13024.607,13012.891,13031.941,104190.414,8,µm,Surface,,,Distance from Origin,,,166
Distance from Origin,13010.097,13039.582,13023.652,10.347,13022.243,13013.664,13030.305,117212.875,9,µm,Surface,,,Distance from Origin,,,167
Distance from Origin,13009.995,13039.565,13023.814,10.973,13024.607,13012.906,13031.988,104190.516,8,µm,Surface,,,Distance from Origin,,,168
Distance from Origin,13010.011,13039.558,13023.823,10.965,13024.612,13012.918,13031.992,104190.586,8,µm,Surface,,,Distance from Origin,,,169
Distance from Origin,13009.904,13039.514,13023.79,10.955,13024.601,13012.945,13031.957,104190.32,8,µm,Surface,,,Distance from Origin,,,170
Distance from Origin,13009.94,13039.526,13023.793,10.964,13024.561,13012.887,13032.004,104190.344,8,µm,Surface,,,Distance from Origin,,,171
Distance from Origin,13009.943,13039.583,13023.826,10.97,13024.552,13012.977,13032.031,104190.609,8,µm,Surface,,,Distance from Origin,,,172
Distance from Origin,13010.058,13039.519,13023.823,10.941,13024.57,13012.941,13031.988,104190.586,8,µm,Surface,,,Distance from Origin,,,173
Distance to Image Border XY,14.352,15.58,14.966,0.614,14.966,14.658,15.272,29.931,2,µm,Surface,,,,Image 1,,1
Distance to Image Border XY,14.224,15.421,14.823,0.599,14.823,14.523,15.122,29.645,2,µm,Surface,,,,Image 1,,2
Distance to Image Border XY,13.071,14.417,13.744,0.673,13.744,13.408,14.08,27.488,2,µm,Surface,,,,Image 1,,3
Distance to Image Border XY,13.049,13.8,13.424,0.375,13.424,13.237,13.612,26.849,2,µm,Surface,,,,Image 1,,4
Distance to Image Border XY,11.69,12.267,11.979,0.288,11.979,11.835,12.123,23.957,2,µm,Surface,,,,Image 1,,5
Distance to Image Border XY,10.233,11.811,11.022,0.789,11.022,10.628,11.417,22.044,2,µm,Surface,,,,Image 1,,6
Distance to Image Border XY,10.048,12.181,11.114,1.067,11.114,10.581,11.647,22.229,2,µm,Surface,,,,Image 1,,7
Distance to Image Border XY,8.128,10.527,9.327,1.199,9.327,8.728,9.927,18.654,2,µm,Surface,,,,Image 1,,8
Distance to Image Border XY,8.439,10.276,9.357,0.918,9.357,8.899,9.817,18.715,2,µm,Surface,,,,Image 1,,9
Distance to Image Border XY,9.94,10.714,10.327,0.387,10.327,10.134,10.521,20.654,2,µm,Surface,,,,Image 1,,10
Distance to Image Border XY,9.999,11.453,10.726,0.727,10.726,10.363,11.09,21.452,2,µm,Surface,,,,Image 1,,11
Distance to Image Border XY,11.411,11.411,11.411,0,11.411,11.411,11.411,11.411,1,µm,Surface,,,,Image 1,,12
Distance to Image Border XY,11.022,11.022,11.022,0,11.022,11.022,11.022,11.022,1,µm,Surface,,,,Image 1,,13
Distance to Image Border XY,11.917,13.149,12.533,0.616,12.533,12.225,12.841,25.065,2,µm,Surface,,,,Image 1,,15
Distance to Image Border XY,10.108,12.591,11.35,1.242,11.35,10.729,11.97,22.699,2,µm,Surface,,,,Image 1,,16
Distance to Image Border XY,9.787,11.976,10.682,0.869,10.483,9.946,11.22,42.729,4,µm,Surface,,,,Image 1,,17
Distance to Image Border XY,8.966,9.929,9.451,0.471,9.454,8.987,9.917,37.802,4,µm,Surface,,,,Image 1,,18
Distance to Image Border XY,7.66,8.438,8.102,0.291,8.155,7.949,8.308,32.408,4,µm,Surface,,,,Image 1,,19
Distance to Image Border XY,6.062,7.938,6.785,0.719,6.57,6.255,7.101,27.14,4,µm,Surface,,,,Image 1,,20
Distance to Image Border XY,4.659,7.064,5.462,0.945,5.063,4.858,5.667,21.849,4,µm,Surface,,,,Image 1,,21
Distance to Image Border XY,4.372,7.396,5.956,1.357,6.029,4.732,7.252,23.826,4,µm,Surface,,,,Image 1,,22
Distance to Image Border XY,2.83,7.49,5.667,1.833,6.173,4.676,7.165,22.666,4,µm,Surface,,,,Image 1,,23
Distance to Image Border XY,2.02,7.32,5.564,2.139,6.457,4.802,7.22,22.255,4,µm,Surface,,,,Image 1,,24
Distance to Image Border XY,1.676,8.864,6.239,2.8,7.209,5.119,8.329,24.957,4,µm,Surface,,,,Image 1,,25
Distance to Image Border XY,1.802,7.104,4.453,2.651,4.453,3.128,5.778,8.907,2,µm,Surface,,,,Image 1,,26
Distance to Image Border XY,2.275,7.263,4.769,2.494,4.769,3.522,6.017,9.537,2,µm,Surface,,,,Image 1,,27
Distance to Image Border XY,2.377,7.171,4.774,2.397,4.774,3.575,5.972,9.548,2,µm,Surface,,,,Image 1,,28
Distance to Image Border XY,3.828,10.029,7.375,2.299,7.821,6.264,8.934,29.499,4,µm,Surface,,,,Image 1,,29
Distance to Image Border XY,7.897,7.939,7.918,0.017,7.917,7.907,7.928,23.754,3,µm,Surface,,,,Image 1,,30
Distance to Image Border XY,7.629,14.077,9.594,2.605,8.335,8.073,9.857,38.377,4,µm,Surface,,,,Image 1,,31
Distance to Image Border XY,7.524,14.469,9.641,2.805,8.285,8.021,9.909,38.564,4,µm,Surface,,,,Image 1,,32
Distance to Image Border XY,7.048,8.378,7.499,0.525,7.285,7.124,7.66,29.995,4,µm,Surface,,,,Image 1,,33
Distance to Image Border XY,4.756,8.23,6.779,1.37,7.638,5.54,7.731,33.894,5,µm,Surface,,,,Image 1,,34
Distance to Image Border XY,3.259,8.503,6.138,2.232,6.395,4.323,8.212,24.552,4,µm,Surface,,,,Image 1,,35
Distance to Image Border XY,1.089,9.638,5.843,3.492,6.323,3.234,8.934,23.372,4,µm,Surface,,,,Image 1,,36
Distance to Image Border XY,0.912,15.082,8.731,5.188,9.229,4.838,13.225,52.384,6,µm,Surface,,,,Image 1,,37
Distance to Image Border XY,1.782,10.144,6.019,3.596,6.075,2.834,9.266,24.075,4,µm,Surface,,,,Image 1,,38
Distance to Image Border XY,1.574,12.453,7.902,3.741,8.5,5.547,10.848,55.315,7,µm,Surface,,,,Image 1,,39
Distance to Image Border XY,1.72,9.79,6.064,2.97,7.159,3.582,8.066,30.32,5,µm,Surface,,,,Image 1,,40
Distance to Image Border XY,1.864,9.034,5.699,2.615,6.972,3.518,7.107,28.496,5,µm,Surface,,,,Image 1,,41
Distance to Image Border XY,2.265,8.297,5.262,2.47,5.244,3.178,7.328,21.05,4,µm,Surface,,,,Image 1,,42
Distance to Image Border XY,2.006,10.573,6.234,2.967,7.186,3.996,7.41,31.168,5,µm,Surface,,,,Image 1,,43
Distance to Image Border XY,2.014,10.8,5.827,2.676,5.732,4.449,6.434,34.961,6,µm,Surface,,,,Image 1,,44
Distance to Image Border XY,2.081,11.138,5.926,3.049,5.162,4.254,6.996,29.629,5,µm,Surface,,,,Image 1,,45
Distance to Image Border XY,1.945,10.788,5.685,2.779,4.931,4.283,6.818,34.111,6,µm,Surface,,,,Image 1,,46
Distance to Image Border XY,3.439,10.216,5.983,3.013,4.296,3.867,7.256,17.95,3,µm,Surface,,,,Image 1,,47
Distance to Image Border XY,1.789,11.548,5.236,3.758,3.803,2.863,6.172,20.943,4,µm,Surface,,,,Image 1,,48
Distance to Image Border XY,2.834,11.433,6.222,3.74,4.399,3.617,7.918,18.666,3,µm,Surface,,,,Image 1,,49
